Date,Item,Buyer Country,Seller Country,Sale Price,Purchase Price,Sale Currency,Purchase Currency,Product Description,Product Image,Sale Price in JPY,Purchase Price in JPY,Sale Price in CNY,Purchase Price in CNY,Sale Price in KRW,Purchase Price in KRW,Sale Price in VND,Purchase Price in VND,Sale Price in THB,Purchase Price in THB,Sale Price in MYR,Purchase Price in MYR,Sale Price in IDR,Purchase Price in IDR,Sale Price in PHP,Purchase Price in PHP
2023-09-28 02:57:04.310444,Acrylic Stands,Indonesia,Indonesia,800.0,710.8998629083856,IDR,IDR,This is a sample product description.,image_path.jpg,7.681829332577959,6.826264274269108,0.3755205972659135,0.33369692639451626,69.51351769742759,61.77143775172613,1253.0027618986446,1113.4493645719688,1.8842570836377577,1.6743976280527955,0.24181385323279883,0.21488179389068143,800.0,710.8998629083856,2.9272014415289394,2.60118387936019
2023-09-29 02:57:04.310444,Acrylic Stands,China,South Korea,1024.4145959831237,874.7751535765134,KRW,CNY,This is a sample product description.,image_path.jpg,113.50151058626166,17895.62884953041,5.54818733608619,874.7751535765134,1024.4145959831237,161518.05648280613,18533.4795233342,2922148.5170269273,27.791480308273393,4381.8449129618275,3.5767296239297033,563.9380966328215,11760.798119502702,1854309.0486969315,43.0469232024668,6787.149851720379
2023-09-30 02:57:04.310444,Acrylic Stands,South Korea,China,965.8145576096067,811.9070409846179,CNY,KRW,This is a sample product description.,image_path.jpg,19758.05873062348,89.95642581501652,965.8145576096067,4.397255154830182,178327.52751391495,811.9070409846179,3226261.703596818,14688.840414752514,4837.871296210714,22.02633448425041,622.6281360322071,2.834762386980506,2047290.2850710338,9321.103817013754,7493.5005923165745,34.117143759812926
2023-10-02 02:57:04.310444,Acrylic Stands,Thailand,Japan,787.1324957910631,654.7207369328991,JPY,THB,This is a sample product description.,image_path.jpg,787.1324957910631,2669.6552101090015,37.70698525335097,127.88780818652951,7116.195720315086,24135.43981792023,127802.44654176584,433457.4790131236,193.0406465062262,654.7207369328991,24.701454978748966,83.77797681318754,81313.51705836898,275784.64315464307,298.4250274993082,1012.1446309871632
2023-10-05 02:57:04.310444,Acrylic Stands,Vietnam,Thailand,785.2804232454736,658.4790839728921,THB,VND,This is a sample product description.,image_path.jpg,3168.817993628599,4.016830363381112,153.1654227314447,0.19415426253095178,28741.995692582088,36.43368638851033,519464.39878158306,658.4790839728921,785.2804232454736,0.9954305530338055,100.59570800149437,0.12751628371799212,331653.1302786102,420.4073463645111,1204.1916770283726,1.5264473066436755
2023-10-06 02:57:04.310444,Acrylic Stands,Malaysia,Vietnam,745.7829111666646,700.2882532010202,VND,MYR,This is a sample product description.,image_path.jpg,4.5414752431804555,22003.575711795776,0.22017726322161216,1066.765053621636,41.17590603376612,199498.42670093811,745.7829111666646,3613339.250293282,1.1298397394634014,5474.105421318651,0.14453749729856805,700.2882532010202,478.15146367703585,2316657.334755303,1.7323393121079034,8393.232853074447
2023-10-11 02:57:04.310444,Acrylic Stands,Philippines,South Korea,878.2057870606271,819.9868060411975,KRW,PHP,This is a sample product description.,image_path.jpg,97.27024834176396,2146.445082761092,4.77424469492569,105.35239936178456,878.2057870606271,19379.209217863852,15962.142137275227,352233.7208444997,23.928815029973794,528.0328593068291,3.091642439161285,68.22271788468333,10287.041048985677,227002.2854077191,37.15926435816235,819.9868060411975
2023-10-14 02:57:04.310444,Acrylic Stands,Japan,Japan,928.7607916529191,802.5723751460077,JPY,JPY,This is a sample product description.,image_path.jpg,928.7607916529191,802.5723751460077,45.2723618328715,39.12131874130127,8360.273384086444,7224.38385323619,151507.2498914389,130922.33704311292,225.6890577143985,195.02524732116248,29.203975967596488,25.236104459478316,97588.40212978747,84329.30888977098,352.0164075205616,304.1888146153786
2023-10-19 02:57:04.310444,Acrylic Stands,Philippines,Japan,1119.040353709932,946.1133118475523,JPY,PHP,This is a sample product description.,image_path.jpg,1119.040353709932,2493.1000451873624,54.654681422504574,121.76467834462659,10122.793355272166,22552.481228923687,183502.5248690401,408823.6420843011,271.4910593673339,604.85251504354,35.43754802806622,78.95099787706347,118127.64856871989,263175.53697522084,424.6676651357541,946.1133118475523
2023-10-19 02:57:04.310444,Acrylic Stands,Vietnam,South Korea,1238.873104163965,1024.5439292236279,KRW,VND,This is a sample product description.,image_path.jpg,136.95320530901927,6.24790313794318,6.688886402657416,0.3051517797645623,1238.873104163965,56.51827671761467,22457.866581661605,1024.5439292236279,33.22630025792216,1.5158075721944615,4.33700694943304,0.19785735768288398,14456.994382257177,659.5384194354667,51.97274409150968,2.371033742249158
2023-10-20 02:57:04.310444,Acrylic Stands,Japan,Japan,1306.2117247966369,1122.553367606044,JPY,JPY,This is a sample product description.,image_path.jpg,1306.2117247966369,1122.553367606044,63.750652348970135,54.787067152195604,11825.76653790867,10163.018597707833,214065.8831368073,183967.40240729126,316.9918995989332,272.4216278597713,41.52703574782964,35.68817592161822,138257.78586628172,118818.21313930796,494.8802210214472,425.2981718991528
2023-10-26 02:57:04.310444,Acrylic Stands,Malaysia,Malaysia,1208.225979773743,1050.2756896803562,MYR,MYR,This is a sample product description.,image_path.jpg,37963.64113388309,33000.68864777534,1850.3284399075906,1608.4366756647978,342127.5277751235,297401.5053541079,6211854.79826159,5399784.636033204,9160.96858207921,7963.363440906215,1208.225979773743,1050.2756896803562,4015827.5472067753,3490842.042288974,14356.31514909633,12479.527047836924
2023-10-26 02:57:04.310444,Acrylic Stands,China,Thailand,1523.3016817921502,1236.7353147429544,THB,CNY,This is a sample product description.,image_path.jpg,6312.659831551613,25374.400919247775,307.67580950914646,1236.7353147429544,56889.55635834644,228673.56228190917,1032917.9470990901,4151922.4551557214,1523.3016817921502,6123.071514413883,200.90590317869925,807.5624333216869,667758.7420629399,2684126.57906087,2387.192884138578,9595.573170433145
2023-10-27 02:57:04.310444,Acrylic Stands,South Korea,Japan,1349.610542536585,1117.2006492886783,JPY,KRW,This is a sample product description.,image_path.jpg,1349.610542536585,124.404960293533,65.65491020486066,6.051965540932898,12119.981155502994,1117.2006492886783,220833.28931825203,20356.06252563243,325.0927494992267,29.966534284145496,42.937015000478475,3.957865975333812,142890.01649921038,13171.375199482536,510.53562202404265,47.06036429365955
